Education,Income,Kidhome,Teenhome,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Customer_For,Age,Spent,Living_With,TotalPurchases,Children,Family_Size,Is_Parent,Living_With_Descendants
Undergraduate,23529.0,0,1,67,9,7,13,3,2,20,1,1,1,2,6,0,0,0,0,0,0,0,523,56,54,Alone,5,1,2,1,Yes
Postgraduate,74881.0,1,1,48,505,72,270,36,27,54,4,9,2,12,5,0,0,0,0,0,0,0,490,60,964,Partner,27,2,4,1,Yes
Graduate,71107.0,0,1,61,533,10,217,198,174,195,2,7,6,13,4,0,0,0,0,0,0,0,657,70,1327,Partner,28,1,3,1,Yes
Postgraduate,46910.0,1,1,36,48,0,14,0,0,6,2,2,0,3,6,0,0,0,0,0,0,0,258,57,68,Partner,7,2,4,1,Yes
Graduate,18690.0,0,0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,708,62,60,Partner,5,0,2,0,No
Graduate,37244.0,1,1,90,18,2,10,0,0,25,1,1,1,2,7,1,0,0,0,0,0,0,588,66,55,Alone,5,2,3,1,Yes
Graduate,82427.0,0,0,35,482,147,509,104,107,107,1,3,5,12,1,0,0,1,0,0,0,0,3,55,1456,Partner,21,0,2,0,No
Undergraduate,75342.0,0,1,38,204,97,97,21,118,26,1,5,2,10,4,0,0,0,0,0,0,0,549,63,563,Alone,18,1,2,1,Yes
Graduate,70044.0,0,1,46,1073,0,250,153,14,14,4,7,10,5,5,0,0,0,0,0,0,0,656,67,1504,Alone,26,1,2,1,Yes
Graduate,79146.0,1,1,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0,226,54,564,Alone,19,2,3,1,Yes
Graduate,77437.0,0,0,70,560,21,442,29,44,29,1,4,5,13,1,0,0,1,0,0,0,0,375,58,1125,Partner,23,0,2,0,No
Graduate,54984.0,0,1,51,173,13,131,32,3,6,4,6,1,6,7,0,0,0,1,0,0,0,196,62,358,Partner,17,1,3,1,Yes
Postgraduate,42403.0,1,0,18,22,1,11,0,5,3,1,1,0,3,8,0,0,0,0,0,0,0,389,50,42,Partner,5,1,3,1,Yes
Graduate,55761.0,0,1,97,136,1,12,0,3,32,2,4,1,3,6,0,1,0,0,0,0,0,226,57,184,Partner,10,1,3,1,Yes
Graduate,37292.0,1,0,32,275,0,86,10,23,66,5,6,3,5,8,0,0,0,0,0,0,0,597,38,460,Partner,19,1,3,1,Yes
Postgraduate,45576.0,0,0,9,56,19,29,2,14,25,1,3,1,3,8,0,0,0,0,0,0,1,192,76,145,Alone,8,0,1,0,No
Graduate,70321.0,0,0,6,303,23,751,82,26,191,1,6,5,13,4,0,0,0,0,0,0,1,689,74,1376,Partner,25,0,2,0,No
Postgraduate,58086.0,0,1,80,708,7,62,0,0,15,2,11,3,7,8,0,0,0,0,0,0,0,685,52,792,Alone,23,1,2,1,Yes
Graduate,81795.0,0,0,74,324,132,693,27,118,88,1,4,11,7,2,0,0,0,0,0,0,0,771,69,1382,Partner,23,0,2,0,No
Undergraduate,28389.0,0,0,49,1,5,3,7,4,8,1,1,0,2,7,0,0,0,0,0,0,0,746,74,28,Partner,4,0,2,0,No
Postgraduate,66835.0,0,0,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,0,434,75,1033,Partner,24,0,2,0,No
Graduate,69901.0,0,1,95,312,21,206,102,92,149,3,7,3,10,5,0,0,0,0,0,0,0,556,52,882,Alone,23,1,2,1,Yes
Postgraduate,80360.0,0,0,56,1493,86,454,112,43,43,2,4,4,5,2,0,1,1,1,0,0,0,643,72,2231,Partner,15,0,2,0,No
Postgraduate,63342.0,0,1,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,1,781,60,1101,Partner,19,1,3,1,Yes
Graduate,44989.0,0,1,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,727,47,369,Partner,16,1,3,1,Yes
Undergraduate,31859.0,1,0,3,3,4,7,15,8,11,1,1,0,3,7,0,0,0,0,0,0,0,282,41,48,Alone,5,1,2,1,Yes
Postgraduate,51569.0,0,1,39,380,0,47,6,0,34,4,7,1,7,8,0,1,0,0,0,0,1,369,72,467,Alone,19,1,2,1,Yes
Graduate,30372.0,1,1,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0,711,50,44,Alone,8,2,3,1,Yes
Undergraduate,16014.0,1,1,42,3,9,4,7,8,7,4,1,1,4,3,0,0,0,0,0,0,0,629,42,38,Alone,10,2,3,1,Yes
Graduate,41120.0,1,1,80,24,2,23,0,8,24,3,2,1,3,6,0,0,0,0,0,0,0,543,53,81,Partner,9,2,4,1,Yes
Postgraduate,39763.0,1,0,9,80,1,60,4,6,16,2,5,1,2,9,0,0,0,0,0,0,1,607,50,167,Alone,10,1,2,1,Yes
Postgraduate,38725.0,1,1,52,31,0,6,2,1,5,2,1,0,4,4,0,0,0,0,0,0,0,62,66,45,Partner,7,2,4,1,Yes
Graduate,77981.0,1,0,78,138,120,204,16,126,60,3,7,4,7,5,0,0,0,0,0,0,0,559,49,664,Partner,21,1,3,1,Yes
Undergraduate,62905.0,0,1,68,166,75,96,119,107,59,3,7,2,8,4,0,0,0,0,0,0,0,423,57,622,Partner,20,1,3,1,Yes
Undergraduate,13533.0,1,0,45,12,3,8,8,0,17,2,2,0,3,7,0,0,0,0,0,0,0,429,42,48,Alone,7,1,2,1,Yes
Graduate,59481.0,0,1,47,178,3,85,71,66,58,2,3,3,8,2,0,0,0,0,0,0,0,409,46,461,Partner,16,1,3,1,Yes
Graduate,72117.0,0,1,34,707,20,171,65,60,50,1,9,7,9,5,0,0,0,0,0,0,0,473,44,1073,Partner,26,1,3,1,Yes
Undergraduate,21955.0,1,0,81,5,1,7,17,14,11,2,2,1,3,6,0,0,0,0,0,0,0,515,35,55,Partner,8,1,3,1,Yes
Graduate,67131.0,0,1,72,465,71,250,93,35,62,3,9,2,12,6,0,0,0,0,0,0,0,620,65,976,Partner,26,1,3,1,Yes
Postgraduate,36802.0,1,0,23,16,1,2,0,0,1,1,1,0,3,5,0,0,0,0,0,0,0,173,41,20,Alone,5,1,2,1,Yes
Graduate,71853.0,0,0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,488,39,1149,Partner,17,0,2,0,No
Undergraduate,28249.0,0,0,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,0,174,60,43,Partner,6,0,2,0,No
Postgraduate,47808.0,0,1,30,123,1,26,2,0,72,2,3,2,3,7,1,0,0,0,0,0,0,412,46,224,Partner,10,1,3,1,Yes
Postgraduate,25509.0,1,0,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,1,809,47,101,Alone,9,1,2,1,Yes
Postgraduate,51012.0,0,0,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0,597,75,209,Partner,10,0,2,0,No
Graduate,70596.0,0,0,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,0,940,36,968,Alone,21,0,1,0,No
Postgraduate,85431.0,0,0,54,376,53,462,168,53,53,1,2,7,7,0,0,0,0,0,0,0,0,487,69,1165,Partner,17,0,2,0,No
Graduate,42664.0,0,1,44,21,0,3,0,0,0,1,1,0,3,6,0,0,0,0,0,0,0,263,54,24,Partner,5,1,3,1,Yes
Graduate,42586.0,1,1,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,1,768,66,252,Partner,16,2,4,1,Yes
Graduate,29760.0,1,0,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,0,829,36,165,Alone,12,1,2,1,Yes
Postgraduate,28973.0,0,0,59,206,0,46,3,2,12,2,5,1,5,8,0,0,0,0,0,0,0,784,44,269,Partner,13,0,2,0,No
Postgraduate,39435.0,1,0,16,71,0,18,0,0,13,1,3,1,2,7,0,0,0,0,0,0,0,546,48,102,Partner,7,1,3,1,Yes
Undergraduate,65370.0,0,0,1,71,22,112,138,89,29,1,2,3,13,1,0,0,0,0,0,0,0,697,37,461,Partner,19,0,2,0,No
Undergraduate,20194.0,1,0,64,0,4,7,11,10,15,2,2,0,3,6,0,0,0,0,0,0,0,719,42,47,Alone,7,1,2,1,Yes
Postgraduate,42473.0,1,1,72,93,1,21,0,4,25,3,2,1,4,5,0,0,0,0,0,0,0,292,45,144,Alone,10,2,3,1,Yes
Graduate,64590.0,0,0,98,920,138,168,36,46,30,1,9,4,10,6,0,0,0,0,0,0,0,783,53,1338,Partner,24,0,2,0,No
Graduate,71232.0,0,1,91,653,17,170,34,26,17,2,11,2,10,7,0,0,0,0,0,0,0,373,62,917,Partner,25,1,3,1,Yes
Graduate,34600.0,1,1,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,1,704,50,318,Partner,17,2,4,1,Yes
Graduate,46904.0,1,1,20,153,4,56,0,9,31,4,5,1,4,8,0,0,0,0,0,0,0,1000,54,253,Alone,14,2,3,1,Yes
Graduate,49094.0,0,1,6,376,0,38,11,8,69,5,6,3,6,6,0,0,0,0,0,0,0,806,48,502,Partner,20,1,3,1,Yes
Graduate,36075.0,1,0,54,46,0,30,12,1,30,1,2,0,4,6,0,0,0,0,0,0,0,450,38,119,Partner,7,1,3,1,Yes
Undergraduate,60839.0,1,1,72,600,21,128,223,150,128,13,2,2,12,8,0,0,0,0,0,0,0,830,42,1250,Partner,29,2,4,1,Yes
Graduate,77298.0,0,1,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,0,663,42,969,Partner,24,1,3,1,Yes
Graduate,34026.0,1,1,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0,577,71,76,Partner,9,2,4,1,Yes
Postgraduate,48918.0,1,1,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,2,58,62,Alone,7,2,3,1,Yes
Undergraduate,82122.0,0,0,89,734,22,350,151,25,100,1,3,9,13,1,0,0,1,0,0,0,0,478,59,1382,Partner,26,0,2,0,No
Graduate,37697.0,1,0,82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,0,157,45,84,Alone,7,1,2,1,Yes
Graduate,34074.0,1,1,69,135,1,41,10,1,67,5,3,3,3,6,1,0,0,0,0,0,0,511,69,255,Partner,14,2,4,1,Yes
Postgraduate,28520.0,1,1,55,11,0,10,0,2,20,1,1,1,2,6,0,0,0,0,0,0,0,540,61,43,Partner,5,2,4,1,Yes
Graduate,62535.0,0,1,13,163,48,90,0,45,52,1,3,2,8,3,0,0,0,0,0,0,0,636,66,398,Alone,14,1,2,1,Yes
Postgraduate,36273.0,1,0,80,29,3,30,3,2,9,2,3,0,3,6,0,0,0,0,0,0,0,234,44,76,Alone,8,1,2,1,Yes
Graduate,63404.0,0,2,97,734,26,70,11,44,17,2,6,3,4,4,0,0,0,1,0,0,0,183,57,902,Partner,15,2,4,1,Yes
Undergraduate,75774.0,1,0,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0,304,40,823,Partner,21,1,3,1,Yes
Graduate,78416.0,0,1,99,453,38,279,188,38,183,2,7,7,10,3,0,0,0,0,0,0,0,162,45,1179,Partner,26,1,3,1,Yes
Graduate,75702.0,0,1,87,1073,0,629,145,37,37,1,10,5,13,6,0,0,1,0,0,0,0,783,47,1921,Partner,29,1,3,1,Yes
Postgraduate,59385.0,1,1,85,135,0,10,0,4,36,2,3,1,4,5,0,0,0,0,0,0,0,587,70,185,Partner,10,2,4,1,Yes
Graduate,37070.0,1,1,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,1,626,55,433,Alone,23,2,3,1,Yes
Graduate,44689.0,1,1,82,18,0,5,0,0,11,2,1,1,2,7,1,0,0,0,0,0,0,66,70,34,Partner,6,2,4,1,Yes
Graduate,53977.0,0,1,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,0,487,63,907,Partner,27,1,3,1,Yes
Postgraduate,7144.0,0,2,92,81,4,33,5,2,291,0,23,1,1,0,0,0,0,0,0,0,0,512,55,416,Alone,25,2,3,1,Yes
Graduate,18701.0,1,1,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0,609,57,44,Alone,10,2,3,1,Yes
Graduate,90369.0,0,0,2,292,51,981,224,23,17,1,4,6,6,1,0,0,0,0,0,0,1,222,65,1588,Partner,17,0,2,0,No
Postgraduate,63159.0,0,0,74,965,34,586,89,86,37,1,3,5,8,3,1,0,0,0,0,0,0,939,47,1797,Alone,17,0,1,0,No
Graduate,37758.0,1,1,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,0,970,55,40,Partner,6,2,4,1,Yes
Postgraduate,46757.0,0,1,71,777,30,163,0,51,122,6,4,4,7,9,0,0,0,0,0,0,0,750,58,1143,Alone,21,1,2,1,Yes
Postgraduate,79734.0,0,0,72,572,8,232,23,62,17,1,4,3,6,1,0,0,0,1,0,0,0,161,52,914,Partner,14,0,2,0,No
Graduate,63207.0,0,0,68,438,169,565,91,169,70,1,2,3,6,7,0,0,0,1,0,0,0,685,29,1502,Partner,12,0,2,0,No
Graduate,72071.0,0,1,4,531,69,300,150,138,150,3,5,4,8,2,0,0,0,0,0,0,0,660,67,1338,Alone,20,1,2,1,Yes
Postgraduate,21840.0,1,0,80,17,0,9,0,0,1,1,1,0,3,9,0,0,0,0,0,0,0,503,38,27,Partner,5,1,3,1,Yes
Undergraduate,58582.0,0,1,15,402,35,106,101,77,42,2,9,2,9,5,0,1,0,0,0,0,0,434,39,763,Partner,22,1,3,1,Yes
Graduate,72282.0,0,0,70,503,27,419,90,139,153,1,5,7,9,7,0,0,0,0,0,0,1,505,70,1331,Alone,22,0,1,0,No
Graduate,50387.0,0,2,91,369,9,87,12,14,34,3,6,2,8,5,0,0,0,0,0,0,0,462,65,525,Partner,19,2,4,1,Yes
Postgraduate,32583.0,1,1,10,5,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,174,60,9,Partner,4,2,4,1,Yes
Graduate,62568.0,0,1,99,362,17,398,80,35,61,3,5,3,5,4,0,0,0,1,0,0,0,155,59,953,Partner,16,1,3,1,Yes
Postgraduate,44635.0,1,1,25,56,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0,0,391,50,68,Alone,7,2,3,1,Yes
Postgraduate,33316.0,1,1,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,605,50,131,Alone,10,2,3,1,Yes
Graduate,63967.0,0,1,57,387,84,141,73,35,162,3,4,4,12,2,0,0,0,0,0,0,0,454,53,882,Partner,23,1,3,1,Yes
Undergraduate,52513.0,0,0,84,367,17,241,104,188,232,2,9,5,9,7,0,0,0,0,0,0,0,971,43,1149,Partner,25,0,2,0,No
Graduate,25293.0,1,0,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,0,447,52,37,Partner,5,1,3,1,Yes
Postgraduate,54111.0,0,1,97,267,6,54,8,3,50,2,5,2,6,5,0,0,0,0,0,0,0,468,56,388,Alone,15,1,2,1,Yes
Graduate,78394.0,0,0,13,298,27,697,216,24,166,1,4,6,5,2,0,0,0,0,0,0,1,659,35,1428,Partner,16,0,2,0,No
Postgraduate,80739.0,0,0,92,674,92,736,39,0,92,1,3,11,9,1,0,0,0,0,0,0,0,562,63,1633,Partner,24,0,2,0,No
Postgraduate,22669.0,1,0,30,16,14,36,37,22,48,3,4,1,2,9,0,0,0,0,0,0,1,563,46,173,Partner,10,1,3,1,Yes
Graduate,29236.0,1,0,30,37,4,24,16,9,9,2,4,0,3,9,0,0,0,0,0,0,0,483,34,99,Alone,9,1,2,1,Yes
Graduate,44911.0,0,1,11,159,0,22,2,1,31,3,4,1,4,7,0,0,0,0,0,0,0,631,62,215,Partner,12,1,3,1,Yes
Postgraduate,54693.0,0,1,72,686,17,142,23,26,35,8,6,4,13,6,0,0,0,0,0,0,0,657,59,929,Partner,31,1,3,1,Yes
Graduate,48186.0,1,0,39,97,3,66,12,7,34,3,4,1,4,7,0,0,0,0,0,0,0,261,47,219,Partner,12,1,3,1,Yes
Graduate,54809.0,1,1,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,1,392,44,174,Partner,12,2,4,1,Yes
Graduate,41580.0,1,1,15,56,5,24,4,0,3,3,2,1,3,5,0,0,0,0,0,0,0,785,43,92,Partner,9,2,4,1,Yes
Postgraduate,80336.0,0,0,12,209,19,456,160,142,66,1,2,9,13,1,0,0,0,0,0,0,0,453,51,1052,Partner,25,0,2,0,No
Graduate,47743.0,0,1,56,198,2,43,0,12,20,3,4,1,6,6,0,1,0,0,0,0,0,624,64,275,Partner,14,1,3,1,Yes
Undergraduate,62972.0,0,1,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,0,1003,66,587,Partner,16,1,3,1,Yes
Postgraduate,57333.0,0,1,55,941,14,397,76,58,176,11,8,5,9,6,0,0,0,0,0,0,1,805,67,1662,Alone,33,1,2,1,Yes
Postgraduate,32313.0,1,0,60,86,4,56,2,4,7,3,4,0,4,9,0,0,0,0,0,0,0,399,39,159,Partner,11,1,3,1,Yes
Postgraduate,84953.0,0,0,73,167,48,602,63,72,72,1,3,10,4,2,0,1,1,1,0,0,1,640,68,1024,Alone,18,0,1,0,No
Postgraduate,27071.0,1,0,90,8,3,19,0,2,3,2,2,0,3,6,0,0,0,0,0,0,0,227,53,35,Alone,7,1,2,1,Yes
Postgraduate,68148.0,0,0,86,389,66,408,37,57,85,1,4,4,6,2,0,0,0,0,0,0,0,462,64,1042,Partner,15,0,2,0,No
Postgraduate,65735.0,1,1,37,239,7,119,4,15,11,5,6,2,6,7,0,0,0,0,0,0,0,512,56,395,Partner,19,2,4,1,Yes
Postgraduate,86836.0,0,0,7,179,21,273,0,21,63,1,6,10,6,5,1,0,1,1,0,0,1,727,46,557,Partner,23,0,2,0,No
Postgraduate,4023.0,1,1,29,5,0,1,1,1,1,15,0,0,0,19,0,0,0,0,0,0,0,166,58,9,Partner,15,2,4,1,Yes
Graduate,30093.0,0,0,19,2,6,28,13,4,16,1,2,0,3,7,0,0,0,0,0,0,0,486,31,69,Partner,6,0,2,0,No
Postgraduate,57705.0,0,1,14,383,0,53,6,4,40,3,8,1,6,6,0,0,0,0,0,0,0,35,55,486,Partner,18,1,3,1,Yes
Graduate,25008.0,1,0,72,2,8,8,6,1,9,2,1,0,3,8,0,0,0,0,0,0,0,307,33,34,Alone,6,1,2,1,Yes
Undergraduate,83257.0,0,0,56,536,27,590,38,107,67,1,5,10,12,6,1,0,1,0,0,1,1,809,26,1365,Alone,28,0,1,0,No
Graduate,22280.0,1,0,85,2,1,4,3,1,2,1,1,0,2,8,0,0,0,0,0,0,0,566,46,13,Partner,4,1,3,1,Yes
Postgraduate,72159.0,0,0,62,322,53,899,34,40,53,1,4,6,10,2,0,0,0,0,0,0,0,768,43,1401,Partner,21,0,2,0,No
Graduate,64260.0,0,0,1,539,169,816,20,0,30,1,4,5,4,3,0,0,0,0,0,0,1,400,60,1574,Partner,14,0,2,0,No
Postgraduate,82733.0,0,0,28,712,50,420,65,38,38,1,8,4,7,4,0,0,0,0,0,0,1,423,37,1323,Alone,20,0,1,0,No
Postgraduate,74290.0,0,1,70,1121,0,72,0,12,12,4,10,8,10,6,0,1,0,1,0,0,0,363,50,1217,Alone,32,1,2,1,Yes
Postgraduate,58217.0,2,1,84,68,1,13,3,5,13,1,2,0,4,6,0,0,0,0,0,0,0,749,70,103,Alone,7,3,4,1,Yes
Postgraduate,21024.0,0,0,89,36,4,18,6,2,18,1,2,0,4,7,0,0,0,0,0,0,0,608,45,84,Partner,7,0,2,0,No
Postgraduate,70116.0,0,0,73,707,44,603,95,58,29,1,2,8,12,1,0,0,0,0,0,0,0,679,49,1536,Partner,23,0,2,0,No
Graduate,54006.0,1,0,42,174,77,203,6,24,97,2,8,1,7,7,0,0,0,0,0,0,0,809,36,581,Partner,18,1,3,1,Yes
Postgraduate,69063.0,0,1,16,666,35,124,69,8,26,1,5,3,5,3,0,0,0,0,0,0,0,878,55,928,Partner,14,1,3,1,Yes
Undergraduate,11448.0,0,0,16,0,0,0,6,2,6,1,1,0,2,6,0,0,0,0,0,0,0,356,46,14,Alone,4,0,1,0,No
Graduate,61825.0,0,1,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,516,42,424,Alone,15,1,2,1,Yes
Graduate,70886.0,1,0,65,407,70,239,103,88,53,1,5,4,4,2,0,0,0,0,0,0,0,418,50,960,Partner,14,1,3,1,Yes
Graduate,69109.0,0,0,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,1,816,39,1555,Partner,20,0,2,0,No
Graduate,60208.0,1,1,13,488,23,71,15,0,59,11,8,3,7,7,0,1,0,0,0,0,1,879,48,656,Alone,29,2,3,1,Yes
Postgraduate,32889.0,1,1,78,28,0,13,4,2,8,3,2,1,3,5,0,0,0,0,0,0,0,545,53,55,Partner,9,2,4,1,Yes
Graduate,34738.0,1,0,51,3,2,10,3,0,2,1,1,0,3,6,0,0,0,0,0,0,0,31,37,20,Alone,5,1,2,1,Yes
Postgraduate,30538.0,1,0,27,284,0,52,8,3,20,4,9,0,4,10,0,0,0,0,0,0,0,1061,50,367,Partner,17,1,3,1,Yes
Undergraduate,82326.0,0,0,30,938,142,754,159,81,183,1,5,10,6,2,0,1,1,1,0,0,1,64,44,2257,Partner,22,0,2,0,No
Postgraduate,26642.0,1,0,71,13,2,15,2,2,8,2,2,0,3,6,0,0,0,0,0,0,0,337,54,42,Alone,7,1,2,1,Yes
Graduate,69932.0,0,1,97,412,172,153,150,105,57,2,7,6,11,4,0,0,0,0,0,0,0,365,57,1049,Alone,26,1,2,1,Yes
Graduate,44503.0,1,1,83,31,1,8,0,0,8,2,2,0,3,6,0,0,0,0,0,0,0,234,49,48,Alone,7,2,3,1,Yes
Postgraduate,60200.0,0,1,3,502,19,132,0,6,26,6,6,2,11,6,0,0,0,0,0,0,0,673,73,685,Alone,25,1,2,1,Yes
Graduate,49638.0,0,1,71,18,10,3,3,5,0,1,1,0,3,2,0,0,0,0,0,0,0,231,69,39,Alone,5,1,2,1,Yes
Undergraduate,23830.0,0,0,3,1,8,6,4,8,16,1,1,0,3,7,0,0,0,0,0,0,0,157,34,43,Alone,5,0,1,0,No
Postgraduate,33051.0,0,0,15,100,71,243,108,94,219,3,9,1,8,9,0,0,0,0,0,0,1,842,62,835,Alone,21,0,1,0,No
Graduate,72905.0,0,0,52,407,114,445,181,165,203,1,3,7,9,1,0,0,0,1,0,0,0,319,63,1515,Partner,20,0,2,0,No
Postgraduate,69702.0,0,1,8,664,9,240,50,19,57,2,7,7,10,4,0,0,0,0,0,0,0,655,70,1039,Partner,26,1,3,1,Yes
Graduate,70300.0,1,0,89,1045,61,338,60,46,46,3,5,5,13,8,0,0,0,0,0,0,0,509,46,1596,Alone,26,1,2,1,Yes
Postgraduate,70643.0,0,0,66,1218,107,304,23,143,33,1,5,8,4,6,0,0,0,0,0,0,1,782,37,1828,Partner,18,0,2,0,No
Postgraduate,30396.0,1,0,22,15,0,6,0,1,12,2,1,1,2,7,1,0,0,0,0,0,1,220,52,34,Partner,6,1,3,1,Yes
Postgraduate,50616.0,0,1,56,128,0,16,0,1,4,2,4,0,4,7,0,0,0,0,0,0,0,232,53,149,Alone,10,1,2,1,Yes
Postgraduate,62772.0,0,1,74,581,49,157,43,8,108,1,5,6,11,2,0,1,0,0,0,0,0,566,52,946,Alone,23,1,2,1,Yes
Postgraduate,30298.0,0,0,48,6,3,12,6,1,0,1,1,1,3,3,0,0,0,0,0,0,0,201,36,28,Alone,6,0,1,0,No
Graduate,52413.0,1,0,67,185,8,133,56,56,12,2,7,1,7,7,0,0,0,0,0,0,0,1000,37,450,Alone,17,1,2,1,Yes
Postgraduate,44155.0,1,1,24,22,1,9,0,0,14,1,1,1,2,4,0,0,0,0,0,0,0,321,64,46,Partner,5,2,4,1,Yes
Postgraduate,86979.0,0,0,67,584,100,835,65,83,35,1,5,5,5,2,1,0,0,0,0,0,1,513,50,1702,Alone,16,0,1,0,No
Graduate,76532.0,1,1,38,355,30,177,90,138,30,4,9,5,7,5,0,0,0,0,0,0,0,453,46,820,Partner,25,2,4,1,Yes
Graduate,42081.0,1,0,86,175,10,110,54,6,27,2,6,3,4,6,1,0,0,0,0,0,0,648,39,382,Partner,15,1,3,1,Yes
Postgraduate,67546.0,0,0,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,827,33,2126,Partner,20,0,2,0,No
Postgraduate,88420.0,0,0,87,957,153,612,99,95,153,1,4,7,8,1,1,0,1,1,0,0,0,304,32,2069,Partner,20,0,2,0,No
Graduate,31158.0,1,0,62,25,6,16,20,0,5,2,2,0,3,8,0,0,0,0,0,0,0,678,36,72,Partner,7,1,3,1,Yes
Graduate,61671.0,0,1,23,641,7,56,0,0,28,8,10,4,6,8,0,1,0,1,0,0,0,275,53,732,Alone,28,1,2,1,Yes
Graduate,69719.0,0,0,99,273,86,208,177,14,43,1,2,3,5,1,0,0,0,0,0,0,0,194,47,801,Alone,11,0,1,0,No
Graduate,49160.0,0,1,29,122,21,43,25,10,15,2,3,1,6,6,0,0,0,0,0,0,0,412,72,236,Alone,12,1,2,1,Yes
Undergraduate,24882.0,1,0,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,0,818,43,80,Partner,5,1,3,1,Yes
Postgraduate,90933.0,0,0,90,1020,31,430,62,63,79,1,4,6,4,1,0,0,1,0,0,0,0,250,67,1685,Alone,15,0,1,0,No
Postgraduate,113734.0,0,0,9,6,2,3,1,262,3,0,27,0,0,1,0,0,0,0,0,0,0,192,76,277,Alone,27,0,1,0,No
Postgraduate,59292.0,0,1,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,0,541,71,507,Partner,18,1,3,1,Yes
Postgraduate,45759.0,1,1,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,0,651,57,68,Partner,7,2,4,1,Yes
Graduate,22148.0,0,0,16,15,5,14,0,4,11,1,1,0,3,7,0,0,0,0,0,0,0,237,38,49,Alone,5,0,1,0,No
Postgraduate,73395.0,0,0,94,272,7,80,20,7,11,1,4,4,6,2,0,0,0,0,0,0,0,263,34,397,Partner,15,0,2,0,No
Graduate,29819.0,1,0,77,9,1,24,2,1,2,3,3,0,3,6,0,0,0,0,0,0,0,408,50,39,Alone,9,1,2,1,Yes
Graduate,45688.0,0,1,20,279,0,18,0,0,9,2,3,1,8,4,0,1,0,0,0,0,0,315,53,306,Partner,14,1,3,1,Yes
Graduate,62820.0,0,0,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,0,396,67,976,Partner,14,0,2,0,No
Postgraduate,60491.0,0,1,81,637,47,237,12,19,76,4,6,11,7,5,0,0,0,0,0,0,0,545,50,1028,Partner,28,1,3,1,Yes
Graduate,33235.0,1,0,71,45,0,16,2,1,6,1,3,0,3,7,0,0,0,0,0,0,0,218,35,70,Partner,7,1,3,1,Yes
Graduate,35701.0,0,0,36,21,1,9,7,3,5,1,1,0,3,6,0,0,0,0,0,0,0,627,62,46,Partner,5,0,2,0,No
Postgraduate,31535.0,1,0,95,15,4,13,0,0,19,1,1,1,2,7,1,0,0,0,0,0,0,436,41,51,Partner,5,1,3,1,Yes
Undergraduate,92556.0,0,0,32,493,183,352,184,23,28,0,3,5,13,0,0,0,0,0,0,0,0,230,61,1263,Partner,21,0,2,0,No
